"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"09:55:00 21/10/2004",NA,NA,NA,NA,NA,NA,16,65,36,65,NA,NA,NA,NA,9.8,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,1,65,1.8,65,15.2,65,NA,NA
"09:55:00 22/04/2004",NA,NA,NA,NA,NA,NA,19,65,100,65,NA,NA,NA,NA,8.5,65,7,65,0.004,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,1.1,65,13.8,65,NA,NA
"09:55:00 22/07/2004",NA,NA,NA,NA,NA,NA,16,65,33,65,NA,NA,NA,NA,12.5,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,0.9,65,3.3,65,NA,NA
"09:55:00 24/06/2004",NA,NA,NA,NA,NA,NA,19,65,34,65,NA,NA,NA,NA,11.4,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,2.4,65,7.7,65,NA,NA
"10:00:00 11/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,NA,NA,7.9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,32,65,NA,NA
"10:00:00 14/07/1987",NA,NA,NA,NA,NA,NA,NA,NA,37,65,NA,NA,NA,NA,13,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,5,65,NA,NA
"10:00:00 19/08/2004",NA,NA,NA,NA,NA,NA,14,65,34,65,NA,NA,NA,NA,11.6,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,3,65,7.4,65,NA,NA
"10:00:00 21/04/2005",NA,NA,NA,NA,NA,NA,8,65,60,65,NA,NA,NA,NA,9.5,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,NA,NA,NA,NA,NA,NA
"10:00:00 23/06/2005",NA,NA,NA,NA,NA,NA,25,65,27,65,NA,NA,NA,NA,11.5,65,7.3,65,0.007,65,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,8.6,65,NA,NA,NA,NA
"10:00:00 24/10/1983",NA,NA,NA,NA,NA,NA,NA,NA,36,65,NA,NA,NA,NA,10,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,13,65,NA,NA
"10:00:00 31/08/1983",NA,NA,NA,NA,NA,NA,NA,NA,33,65,NA,NA,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,10,65,NA,NA
"10:05:00 06/12/1979",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,8.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,20.5,65,NA,NA
"10:10:00 05/09/1986",NA,NA,NA,NA,NA,NA,NA,NA,29,65,NA,NA,NA,NA,11.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,10,65,NA,NA
"10:10:00 06/05/1987",NA,NA,3.6,65,2,65,10,65,61,65,NA,NA,NA,NA,10.6,65,7.4,65,NA,NA,NA,NA,13,65,0.11,65,0.1,65,1.3,65,0.01,65,0.004,65,0.5,65,5,65,2.2,65,1.2,65,16,65,NA,NA,NA,NA,2,65,0.005,65,2,65,1.5,65,11,65,NA,NA
"10:10:00 06/07/1992",NA,NA,NA,NA,NA,NA,25,65,24,65,NA,NA,NA,NA,11.8,65,8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,5,65,2.8,65,8,65,NA,NA
"10:10:00 21/07/2005",NA,NA,NA,NA,NA,NA,16,65,34,65,NA,NA,NA,NA,13.2,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,4,65,2.1,65,NA,NA,NA,NA
"10:10:00 26/03/1984",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,8.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,14.5,65,NA,NA
"10:15:00 04/12/1991",NA,NA,NA,NA,NA,NA,10,65,83,65,NA,NA,NA,NA,9.4,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,1,65,2,65,17,65,NA,NA
"10:15:00 07/03/1995",NA,NA,NA,NA,NA,NA,20,65,69,65,NA,NA,NA,NA,7.6,65,7.3,65,0.004,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,1.1,65,21,65,NA,NA
"10:15:00 07/05/1984",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,10,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,13,65,NA,NA
"10:15:00 07/12/1987",NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,NA,NA,10,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,65,14,65,NA,NA
"10:20:00 05/03/1996",NA,NA,NA,NA,NA,NA,19,65,39,65,NA,NA,NA,NA,9.8,65,6.6,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,3,65,19,65,NA,NA
"10:20:00 06/04/1992",NA,NA,NA,NA,NA,NA,20,65,110,65,NA,NA,NA,NA,6.8,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,1,65,19,65,NA,NA
"10:20:00 13/01/1986",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,21,65,NA,NA
"10:20:00 14/11/1978",NA,NA,NA,NA,NA,NA,NA,NA,37,65,NA,NA,NA,NA,10.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,13,65,NA,NA
"10:20:00 20/05/2004",NA,NA,NA,NA,NA,NA,18,65,65,65,NA,NA,NA,NA,10.3,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,2,65,10.5,65,NA,NA
"10:30:00 02/01/1991",NA,NA,NA,NA,NA,NA,15,65,83,65,NA,NA,NA,NA,8.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,1,65,1,65,23,65,NA,NA
"10:30:00 04/06/1987",NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,12.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,8.5,65,NA,NA
"10:30:00 05/01/1994",NA,NA,NA,NA,NA,NA,5,65,52,65,NA,NA,NA,NA,9.4,65,7.4,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,3,65,1.7,65,18,65,NA,NA
"10:30:00 05/02/2013",NA,NA,NA,NA,NA,NA,14,1,102,1,NA,NA,NA,NA,8.2,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,2,1,3,1,21.8,1,NA,NA
"10:30:00 06/05/1981",NA,NA,NA,NA,NA,NA,NA,NA,85,65,NA,NA,NA,NA,10.4,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,12,65,NA,NA
"10:30:00 07/09/1992",NA,NA,NA,NA,NA,NA,15,65,31,65,NA,NA,NA,NA,12.2,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,4,65,9,65,NA,NA
"10:30:00 09/11/1992",NA,NA,NA,NA,NA,NA,15,65,39,65,NA,NA,NA,NA,10.4,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,1.6,65,14.5,65,NA,NA
"10:30:00 09/12/1996",NA,NA,3.2,65,2.2,65,25,65,42,65,16,65,NA,NA,10,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.29,65,1.3,65,NA,NA,0.02,65,0.6,65,NA,NA,2,65,0.3,65,16,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.2,65,16,65,7.4,65
"10:30:00 10/05/1988",NA,NA,6.2,65,4,65,20,65,100,65,NA,NA,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,24,65,0.08,65,0.1,65,2.5,65,0.01,65,0.008,65,0.7,65,6,65,3.9,65,2.3,65,28,65,45,65,NA,NA,1,65,0.005,65,2,65,3.6,65,13,65,NA,NA
"10:30:00 10/08/1987",NA,NA,2.4,65,3,65,20,65,63,65,NA,NA,NA,NA,13.2,65,7.3,65,NA,NA,NA,NA,11,65,0.22,65,0.1,65,1.1,65,0.01,65,0.01,65,0.3,65,6.3,65,2.3,65,0.7,65,12,65,30,65,NA,NA,3,65,0.008,65,1,65,4.1,65,7.5,65,NA,NA
"10:30:00 16/01/1996",NA,NA,NA,NA,NA,NA,19,65,44,65,NA,NA,NA,NA,8.8,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,4.6,65,21,65,NA,NA
"10:30:00 30/05/1984",NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,NA,NA,10.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,8.5,65,NA,NA
"10:35:00 04/12/1980",NA,NA,NA,NA,NA,NA,NA,NA,43,65,NA,NA,NA,NA,8.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,17.5,65,NA,NA
"10:40:00 02/02/1988",NA,NA,7.5,65,4,65,20,65,87,65,NA,NA,NA,NA,9.4,65,7.9,65,NA,NA,NA,NA,27,65,0.15,65,0.2,65,2.9,65,0.01,65,0.004,65,1,65,5.5,65,4.3,65,2.6,65,31,65,NA,NA,NA,NA,1,65,0.008,65,4,65,1.1,65,23,65,NA,NA
"10:40:00 03/07/2008",NA,NA,NA,NA,NA,NA,16,65,16,65,NA,NA,NA,NA,10.9,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,32,65,35,65,8.6,65,NA,NA
"10:40:00 08/04/1982",NA,NA,NA,NA,NA,NA,NA,NA,63,65,NA,NA,NA,NA,9.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,16.5,65,NA,NA
"10:40:00 18/10/1988",NA,NA,NA,NA,NA,NA,NA,NA,33,65,NA,NA,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,12.5,65,NA,NA
"10:40:00 24/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,39,65,NA,NA,NA,NA,6.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,19.5,65,NA,NA
"10:45:00 02/04/1981",NA,NA,7.1,65,2.9,65,10,65,71,65,NA,NA,NA,NA,9,65,7.5,65,NA,NA,NA,NA,30,65,0.11,65,0.25,65,2.7,65,0.02,65,0.005,65,0.6,65,5.9,65,4.3,65,2,65,31,65,40,65,NA,NA,1,65,0.02,65,1,65,1.9,65,21,65,NA,NA
"10:45:00 07/07/1982",NA,NA,3.2,65,2.2,65,5,65,54,65,NA,NA,NA,NA,11.6,65,7.8,65,NA,NA,NA,NA,20,65,0.13,65,0.1,65,1.3,65,0.01,65,0.005,65,0.3,65,5.3,65,2.1,65,2,65,18,65,23,65,NA,NA,1,65,0.006,65,1,65,4.2,65,6,65,NA,NA
"10:45:00 07/11/1983",NA,NA,3.1,65,2.6,65,10,65,41,65,NA,NA,NA,NA,8.6,65,7.2,65,NA,NA,NA,NA,13,65,0.12,65,0.1,65,1.4,65,0.01,65,0.009,65,0.5,65,6,65,2.7,65,1,65,15,65,32,65,NA,NA,2,65,0.01,65,3,65,1.6,65,17,65,NA,NA
"10:45:00 08/02/2012",NA,NA,NA,NA,NA,NA,18,1,63,1,NA,NA,NA,NA,7.9,1,6.8,1,0.006,1,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,16,1,16.1,1,20.6,1,NA,NA
"10:45:00 09/02/1993",NA,NA,NA,NA,NA,NA,55,65,87,65,NA,NA,NA,NA,8.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,1,65,3.2,65,19,65,NA,NA
"10:45:00 10/11/1986",NA,NA,2.4,65,2,65,10,65,33,65,NA,NA,NA,NA,11.4,65,7,65,NA,NA,NA,NA,9,65,0.16,65,0.25,65,1.1,65,0.01,65,0.003,65,0.2,65,5.9,65,2.2,65,0.7,65,12,65,21,65,NA,NA,2,65,0.009,65,2,65,2.1,65,15,65,NA,NA
"10:45:00 10/12/2007",NA,NA,NA,NA,NA,NA,15,65,51,65,NA,NA,NA,NA,8.5,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,26,65,31.2,65,18.1,65,NA,NA
"10:45:00 11/03/1997",NA,NA,6.1,65,3,65,50,65,210,65,69,65,NA,NA,9.2,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,2.2,65,NA,NA,0.23,65,0.9,65,NA,NA,3.4,65,2,65,28,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.7,65,19,65,7.3,65
"10:45:00 11/12/1997",NA,NA,4.5,65,2,65,12,65,53,65,51,65,NA,NA,7.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.13,65,1.8,65,NA,NA,0.01,65,1.1,65,NA,NA,2.7,65,2,65,22,65,NA,NA,NA,NA,NA,NA,0.006,65,2,65,4,65,22,65,7.3,65
"10:45:00 15/11/1994",NA,NA,NA,NA,NA,NA,10,65,32,65,NA,NA,NA,NA,12.1,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.2,65,13.5,65,NA,NA
"10:45:00 27/11/1995",NA,NA,NA,NA,NA,NA,13,65,40,65,NA,NA,NA,NA,9.4,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,4,65,1.9,65,17,65,NA,NA
"10:50:00 01/07/1981",NA,NA,1.8,65,3.6,65,30,65,29,65,NA,NA,NA,NA,11.5,65,7.4,65,NA,NA,NA,NA,10,65,0.28,65,0.15,65,0.8,65,0.01,65,0.05,65,0.4,65,5.1,65,1.7,65,2,65,8.5,65,16,65,NA,NA,3,65,0.01,65,3,65,4.3,65,8,65,NA,NA
"10:50:00 07/02/2001",NA,NA,5.5,65,5,65,40,65,69,65,68,65,NA,NA,8,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.24,65,2.4,65,NA,NA,0.01,65,1.2,65,NA,NA,4.1,65,2,65,25,65,NA,NA,NA,NA,NA,NA,0.01,65,4,65,7,65,23,65,6.8,65
"10:50:00 09/01/2002",NA,NA,3.7,65,2,65,18,65,62,65,48,65,NA,NA,9.4,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.38,65,1.5,65,NA,NA,0.01,65,0.5,65,NA,NA,2.6,65,1,65,21,65,NA,NA,NA,NA,NA,NA,0.03,65,2,65,2.5,65,17.5,65,6.8,65
"10:55:00 06/05/1977",NA,NA,NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,NA,12,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,15,65,NA,NA
"10:55:00 16/11/1981",NA,NA,NA,NA,NA,NA,NA,NA,36,65,NA,NA,NA,NA,10,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,13,65,NA,NA
"11:00:00 03/01/1980",NA,NA,6.1,65,3.2,65,20,65,81,65,NA,NA,NA,NA,8.2,65,7.6,65,NA,NA,NA,NA,24,65,0.25,65,0.1,65,2.3,65,0.06,65,0.02,65,0.7,65,4.1,65,3.8,65,1,65,27,65,57,65,NA,NA,3,65,0.01,65,3,65,2.6,65,21,65,NA,NA
"11:00:00 03/07/1979",NA,NA,3.7,65,2.8,65,30,65,47,65,NA,NA,NA,NA,12.1,65,7.8,65,NA,NA,NA,NA,16,65,0.6,65,0.4,65,1.5,65,0.02,65,0.02,65,NA,NA,5.2,65,2.7,65,2,65,16,65,21,65,NA,NA,3,65,0.01,65,2,65,4.3,65,8,65,NA,NA
"11:00:00 04/01/2010",NA,NA,NA,NA,NA,NA,38,1,39.1,1,NA,NA,NA,NA,7.8,1,7.3,1,0.001,1,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,0.021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,1,88,1,268,1,22.2,1,NA,NA
"11:00:00 04/04/2002",NA,NA,4.9,65,1,65,20,65,62,65,58,65,NA,NA,8.6,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,1.9,65,NA,NA,0.01,65,0.6,65,NA,NA,3,65,1,65,24,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,3,65,16,65,6.9,65
"11:00:00 05/02/1981",NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,NA,NA,8.6,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,22,65,NA,NA
"11:00:00 05/10/2000",NA,NA,2.1,65,3,65,16,65,60,65,31,65,NA,NA,10,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,1,65,NA,NA,0.02,65,0.5,65,NA,NA,2.1,65,1,65,12,65,NA,NA,NA,NA,NA,NA,0.009,65,4,65,4,65,14,65,7.1,65
"11:00:00 05/12/1978",NA,NA,NA,NA,NA,NA,NA,NA,32,65,NA,NA,NA,NA,11.1,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,13,65,NA,NA
"11:00:00 06/03/1985",NA,NA,NA,NA,NA,NA,NA,NA,90,65,NA,NA,NA,NA,8.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,17,65,NA,NA
"11:00:00 06/10/1981",NA,NA,1.7,65,2.4,65,20,65,26,65,NA,NA,NA,NA,10.5,65,6.8,65,NA,NA,NA,NA,10,65,0.25,65,0.2,65,0.8,65,0.01,65,0.003,65,0.5,65,5.4,65,1.9,65,2,65,9.4,65,22,65,NA,NA,3,65,0.01,65,2,65,5,65,10,65,NA,NA
"11:00:00 07/03/1979",NA,NA,NA,NA,NA,NA,NA,NA,93,65,NA,NA,NA,NA,9,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,20,65,NA,NA
"11:00:00 08/03/1989",NA,NA,NA,NA,NA,NA,NA,NA,85,65,NA,NA,NA,NA,9.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,21,65,NA,NA
"11:00:00 10/01/1995",NA,NA,NA,NA,NA,NA,25,65,56,65,NA,NA,NA,NA,7.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,4,65,1,65,22,65,NA,NA
