"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"14:00:00 06/11/1991",NA,NA,NA,NA,NA,NA,30,65,43,65,NA,NA,NA,NA,10,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,5,65,10.1,65,16.5,65,NA,NA
"14:00:00 07/12/1988",NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,NA,NA,9.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,65,18.5,65,NA,NA
"14:00:00 08/02/1994",NA,NA,NA,NA,NA,NA,40,65,99,65,NA,NA,NA,NA,9,65,7.6,65,0.007,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,12,65,18,65,21,65,NA,NA
"14:00:00 10/11/1999",NA,NA,NA,NA,NA,NA,14,65,53,65,NA,NA,NA,NA,9.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,7,65,17.5,65,NA,NA
"14:00:00 10/12/1992",NA,NA,NA,NA,NA,NA,40,65,56,65,NA,NA,NA,NA,9.2,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,14,65,11.5,65,16.5,65,NA,NA
"14:00:00 15/03/1982",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,8.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,22,65,NA,NA
"14:00:00 15/04/1998",NA,NA,NA,NA,NA,NA,11,65,82,65,NA,NA,NA,NA,9.8,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,18,65,18,65,17,65,NA,NA
"14:00:00 21/09/1989",NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,NA,NA,11.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,65,12,65,NA,NA
"14:00:00 26/09/2000",NA,NA,NA,NA,NA,NA,18,65,37,65,NA,NA,NA,NA,11,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,9,65,12,65,NA,NA
"14:03:00 31/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,9.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,1,NA,NA,0.017,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:05:00 04/03/1983",NA,NA,NA,NA,NA,NA,NA,NA,130,65,NA,NA,NA,NA,7.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,24.5,65,NA,NA
"14:05:00 06/01/1981",NA,NA,2.4,65,7.6,65,30,65,37,65,NA,NA,NA,NA,8.8,65,7.3,65,NA,NA,NA,NA,11,65,0.31,65,0.2,65,1.4,65,0.02,65,NA,NA,0.05,65,0.8,65,4.6,65,4.4,65,2,65,14,65,30,65,NA,NA,2,65,0.01,65,2,65,5.2,65,21,65,NA,NA
"14:05:00 12/10/1978",NA,NA,NA,NA,NA,NA,NA,NA,17,65,NA,NA,NA,NA,11.1,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,17,65,NA,NA
"14:10:00 01/10/1987",NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,NA,NA,10.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,65,14.5,65,NA,NA
"14:10:00 02/02/1988",NA,NA,3,65,5,65,10,65,61,65,NA,NA,NA,NA,8.8,65,7,65,NA,NA,NA,NA,13,65,0.32,65,0.1,65,1.9,65,0.03,65,NA,NA,0.01,65,0.8,65,2.6,65,4.1,65,1.3,65,16,65,NA,NA,NA,NA,2,65,0.009,65,4,65,3.2,65,22.5,65,NA,NA
"14:10:00 06/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.08,1
"14:10:00 06/10/1981",NA,NA,2.1,65,4,65,20,65,37,65,NA,NA,NA,NA,9.3,65,7.1,65,NA,NA,NA,NA,14,65,0.39,65,0.3,65,1.3,65,0.01,65,NA,NA,0.03,65,0.7,65,6,65,3,65,2,65,11,65,30,65,NA,NA,3,65,0.01,65,3,65,7.3,65,15,65,NA,NA
"14:10:00 10/07/1990",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,11.4,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,9.5,65,NA,NA
"14:10:00 11/10/1999",NA,NA,NA,NA,NA,NA,18,65,140,65,NA,NA,NA,NA,9.8,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,5,65,5,65,16,65,NA,NA
"14:10:00 12/01/1999",NA,NA,NA,NA,NA,NA,45,65,52,65,NA,NA,NA,NA,9.2,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,4.9,65,20.5,65,NA,NA
"14:15:00 01/12/1978",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,9.5,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,19.5,65,NA,NA
"14:15:00 02/06/1980",NA,NA,NA,NA,NA,NA,NA,NA,140,65,NA,NA,NA,NA,9.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,12,65,NA,NA
"14:15:00 03/08/1981",NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,11.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,9,65,NA,NA
"14:15:00 04/10/1988",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,10.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,65,14,65,NA,NA
"14:15:00 06/12/1993",NA,NA,NA,NA,NA,NA,30,65,50,65,NA,NA,NA,NA,9.4,65,7.2,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,22,65,18,65,NA,NA
"14:15:00 08/04/2015",NA,NA,NA,NA,NA,NA,NA,180,65,1,NA,NA,NA,NA,9.4,1,8,1,0.003,1,NA,NA,NA,NA,NA,NA,0.21,1,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,3.5,1,18.2,1,NA,NA
"14:15:00 09/06/1994",NA,NA,NA,NA,NA,NA,15,65,95,65,NA,NA,NA,NA,10.8,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,7.2,65,11,65,NA,NA
"14:15:00 09/08/1993",NA,NA,NA,NA,NA,NA,15,65,90,65,NA,NA,NA,NA,11.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,5.7,65,10,65,NA,NA
"14:15:00 09/09/1987",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,11.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,65,10.5,65,NA,NA
"14:15:00 11/07/1994",NA,NA,NA,NA,NA,NA,5,65,50,65,NA,NA,NA,NA,11.4,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,4,65,6.4,65,9,65,NA,NA
"14:15:00 12/07/1995",NA,NA,NA,NA,NA,NA,33,65,45,65,NA,NA,NA,NA,11,65,7,65,0.005,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,14,65,12.2,65,NA,NA
"14:19:00 03/09/2015",NA,NA,NA,NA,NA,NA,14,1,49,1,NA,NA,NA,NA,11.9,1,7.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,0.021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,4,1,6.7,1,10.5,1,NA,NA
"14:20:00 01/02/1979",NA,NA,NA,NA,NA,NA,NA,NA,51,65,NA,NA,NA,NA,8,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,23.5,65,NA,NA
"14:20:00 01/04/2008",NA,NA,NA,NA,NA,NA,40,65,85,65,NA,NA,NA,NA,9.4,65,6.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,17,65,41.7,65,20.5,65,NA,NA
"14:20:00 01/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,10.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:20:00 03/05/1977",NA,NA,NA,NA,NA,NA,NA,NA,74,65,NA,NA,NA,NA,11.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,65,15.5,65,NA,NA
"14:20:00 03/12/1979",NA,NA,NA,NA,NA,NA,NA,NA,190,65,NA,NA,NA,NA,8.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,21,65,NA,NA
"14:20:00 06/05/1985",NA,NA,3.1,65,13,65,80,65,NA,180,NA,NA,NA,NA,9.4,65,7.5,65,NA,NA,NA,NA,25,65,1.3,65,0.4,65,2.8,65,0.03,65,NA,NA,0.18,65,1.5,65,5.1,65,9.4,65,2.6,65,19,65,72,65,NA,NA,7,65,0.03,65,5,65,NA,180,16,65,NA,NA
"14:20:00 10/02/2000",NA,NA,NA,NA,NA,NA,12,65,45,65,NA,NA,NA,NA,8.4,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,10,65,7.7,65,25,65,NA,NA
"14:20:00 11/10/1993",NA,NA,NA,NA,NA,NA,55,65,59,65,NA,NA,NA,NA,10.9,65,7.1,65,0.009,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,23,65,38,65,12.5,65,NA,NA
"14:20:00 18/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,8.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,21.5,65,NA,NA
"14:25:00 02/05/1983",NA,NA,NA,NA,NA,NA,NA,NA,140,65,NA,NA,NA,NA,8.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,15.5,65,NA,NA
"14:25:00 02/06/1989",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,10.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,12.5,65,NA,NA
"14:25:00 03/03/1992",NA,NA,NA,NA,NA,NA,15,65,53,65,NA,NA,NA,NA,9,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,13,65,19.5,65,NA,NA
"14:25:00 05/07/1985",NA,NA,NA,NA,NA,NA,NA,NA,74,65,NA,NA,NA,NA,11.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,10,65,NA,NA
"14:30:00 02/06/1987",NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,NA,NA,11.5,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,10.5,65,NA,NA
"14:30:00 02/08/1994",NA,NA,NA,NA,NA,NA,30,65,66,65,NA,NA,NA,NA,11.6,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,3.6,65,8.5,65,NA,NA
"14:30:00 03/11/1993",NA,NA,NA,NA,NA,NA,40,65,46,65,NA,NA,NA,NA,9.8,65,7,65,0.005,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,3,65,26,65,15,65,NA,NA
"14:30:00 04/04/1977",NA,NA,NA,NA,NA,NA,NA,NA,83,65,NA,NA,NA,NA,8.2,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,23,65,NA,NA
"14:30:00 04/04/2000",NA,NA,NA,NA,NA,NA,10,65,22,65,NA,NA,NA,NA,9,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,22,65,16,65,19,65,NA,NA
"14:30:00 05/03/1991",NA,NA,NA,NA,NA,NA,30,65,66,65,NA,NA,NA,NA,9.1,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,11,65,13.5,65,20,65,NA,NA
"14:30:00 05/03/2001",NA,NA,NA,NA,NA,NA,12,65,86,65,NA,NA,NA,NA,9.1,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,7,65,23.5,65,NA,NA
"14:30:00 05/05/1992",NA,NA,NA,NA,NA,NA,10,65,67,65,NA,NA,NA,NA,9.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,2,65,16,65,NA,NA
"14:30:00 05/07/2000",NA,NA,NA,NA,NA,NA,25,65,150,65,NA,NA,NA,NA,10.8,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,3,65,6.8,65,10,65,NA,NA
"14:30:00 06/06/1983",NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,NA,NA,10,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11,65,NA,NA
"14:30:00 07/04/1982",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,8.8,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,21,65,NA,NA
"14:30:00 07/10/1985",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,10.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,12.5,65,NA,NA
"14:30:00 10/04/1987",NA,NA,NA,NA,NA,NA,NA,NA,53,65,NA,NA,NA,NA,9.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,19,65,NA,NA
"14:30:00 10/04/2001",NA,NA,NA,NA,NA,NA,16,65,60,65,NA,NA,NA,NA,9.6,65,7.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,17,65,13,65,17.5,65,NA,NA
"14:30:00 10/08/1992",NA,NA,NA,NA,NA,NA,15,65,53,65,NA,NA,NA,NA,NA,180,8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,1.1,65,10,65,NA,NA
"14:30:00 12/06/1996",NA,NA,NA,NA,NA,NA,16,65,66,65,NA,NA,NA,NA,13.6,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,4.6,65,10.5,65,NA,NA
"14:30:00 13/09/1982",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,13,65,NA,NA
"14:30:00 14/04/1997",NA,NA,NA,NA,NA,NA,10,65,57,65,NA,NA,NA,NA,9.6,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,16,65,3.2,65,18,65,NA,NA
"14:30:00 15/07/1999",NA,NA,NA,NA,NA,NA,13,65,62,65,NA,NA,NA,NA,10.8,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,4.6,65,10,65,NA,NA
"14:30:00 16/10/1983",NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,NA,NA,9.8,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,65,14.5,65,NA,NA
"14:30:00 21/06/1988",NA,NA,NA,NA,NA,NA,NA,NA,77,65,NA,NA,NA,NA,10.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,10.5,65,NA,NA
"14:30:00 24/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,NA,NA,8.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,21,65,NA,NA
"14:31:00 24/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,7.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,0.025,1,NA,NA,NA,NA,NA,NA,NA,NA
