"Date","AluminiumasAl","AluminiumasAl_Qual","AmmoniaasN","AmmoniaasN_Qual","BicarbonateAlkalinityasCaCO3","BicarbonateAlkalinityasCaCO3_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","CarbonateAlkalinityasCaCO3","CarbonateAlkalinityasCaCO3_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HydroxideAlkalinityasCaCO3","HydroxideAlkalinityasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","MolybdenumasMo","MolybdenumasMo_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","NitrateNitrogen","NitrateNitrogen_Qual","NitriteNitrogen","NitriteNitrogen_Qual","PotassiumasK","PotassiumasK_Qual","SeleniumasSe","SeleniumasSe_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"13:10:00 28/05/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,171,65,NA,NA,NA,NA,NA,NA,9.4,65,7.1,65,0.005,65,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,10,65,18.4,65,11.8,65,NA,NA,NA,NA
"13:15:00 08/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,1,NA,NA,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,1,NA,NA,NA,NA,NA,NA,NA,NA,7.01,1
"13:15:00 28/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,252.8,1,NA,NA,NA,NA,NA,NA,7.4,1,7.2,1,0.007,1,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,1,8,1,10.7,1,23.6,1,NA,NA,NA,NA
"13:20:00 08/04/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA
"13:20:00 28/04/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,76,1,NA,NA,NA,NA,NA,NA,9.1,1,7,1,0.009,1,NA,NA,NA,NA,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1,13,1,16.3,1,16.5,1,NA,NA,NA,NA
"13:20:00 30/08/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,168,1,NA,NA,NA,NA,NA,NA,8.1,1,6.8,1,0.018,1,NA,NA,NA,NA,0.69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,24,1,45.9,1,11.5,1,NA,NA,NA,NA
"13:25:00 04/03/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,226,65,NA,NA,NA,NA,NA,NA,10.9,65,8.2,65,0.008,65,NA,NA,NA,NA,0.77,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,14,65,18.5,65,21.1,65,NA,NA,NA,NA
"13:25:00 19/02/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,208,65,NA,NA,NA,NA,NA,NA,9.1,65,7.8,65,0.004,65,NA,NA,NA,NA,0.66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,13,65,18,65,25.2,65,NA,NA,NA,NA
"13:25:00 20/10/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1,88,1,NA,NA,NA,NA,NA,NA,8.8,1,6.9,1,0.012,1,NA,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1,45,1,29.4,1,14.6,1,NA,NA,NA,NA
"13:30:00 10/03/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,170,1,NA,NA,NA,NA,NA,NA,8.7,1,7,1,0.022,1,NA,NA,NA,NA,0.71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,12,1,15.4,1,19.7,1,NA,NA,NA,NA
"13:30:00 11/08/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,145,1,NA,NA,NA,NA,NA,NA,10.7,1,7,1,0.013,1,NA,NA,NA,NA,0.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,47,1,10.4,1,9.3,1,NA,NA,NA,NA
"13:30:00 16/06/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,349,65,NA,NA,NA,NA,NA,NA,10.4,65,7.1,65,0.003,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,4,65,8.9,65,9.1,65,NA,NA,NA,NA
"13:30:00 23/07/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,389,65,NA,NA,NA,NA,NA,NA,10.5,65,7.5,65,0.004,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,8,65,12.3,65,8.6,65,NA,NA,NA,NA
"13:30:00 29/07/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,194.3,1,NA,NA,NA,NA,NA,NA,9.1,1,7.4,1,0.007,1,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,5,1,8.1,1,10.1,1,NA,NA,NA,NA
"13:36:00 08/01/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,207,65,NA,NA,NA,NA,NA,NA,14.2,65,8.4,65,0.003,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,11,65,18.2,65,27.4,65,NA,NA,NA,NA
"13:37:00 05/08/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,191,65,NA,NA,NA,NA,NA,NA,10.6,65,7.8,65,0.003,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,10,65,15.3,65,9.9,65,NA,NA,NA,NA
"13:40:00 05/02/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,245,65,NA,NA,NA,NA,NA,NA,10.8,65,8.1,65,0.01,65,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,9,65,20.2,65,27,65,NA,NA,NA,NA
"13:40:00 28/04/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,208.2,1,NA,NA,NA,NA,NA,NA,7.9,1,7.5,1,0.044,1,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,1,9,1,12,1,15.9,1,NA,NA,NA,NA
"13:45:00 07/10/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,161,1,NA,NA,NA,NA,NA,NA,8.5,1,7.1,1,0.003,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,1,12,1,20.8,1,15.6,1,NA,NA,NA,NA
"13:45:00 08/02/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,348.7,1,NA,NA,NA,NA,NA,NA,7.2,1,6.8,1,0.006,1,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1,6,1,9.8,1,25.8,1,NA,NA,NA,NA
"13:45:00 11/08/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,438.6,1,NA,NA,NA,NA,NA,NA,10.2,1,7.5,1,0.006,1,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,6,1,7.8,1,10.6,1,NA,NA,NA,NA
"13:45:00 12/05/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,243.9,1,NA,NA,NA,NA,NA,NA,9.3,1,7.1,1,0.05,1,NA,NA,NA,NA,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,1,7,1,10.3,1,13,1,NA,NA,NA,NA
"13:45:00 18/03/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,283,65,NA,NA,NA,NA,NA,NA,9,65,7.3,65,0.01,65,NA,NA,NA,NA,0.74,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,18,65,18.1,65,24.2,65,NA,NA,NA,NA
"13:45:00 30/10/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,203,65,NA,NA,NA,NA,NA,NA,7.5,65,7.1,65,0.008,65,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,10,65,24.3,65,20.6,65,NA,NA,NA,NA
"13:50:00 14/01/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,114,65,NA,NA,NA,NA,NA,NA,8.8,65,7.5,65,0.008,65,NA,NA,NA,NA,0.41,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,12,65,14.1,65,24.7,65,NA,NA,NA,NA
"13:50:00 15/04/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,329,65,NA,NA,NA,NA,NA,NA,10.5,65,7.5,65,0.01,65,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,11,65,18.2,65,18.1,65,NA,NA,NA,NA
"13:55:00 04/11/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,154.6,1,NA,NA,NA,NA,NA,NA,9.5,1,7.2,1,0.012,1,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,1,12,1,16.5,1,22.1,1,NA,NA,NA,NA
"13:55:00 07/07/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,76,1,NA,NA,NA,NA,NA,NA,10.6,1,6.9,1,0.005,1,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,8,1,9.8,1,9.6,1,NA,NA,NA,NA
"13:55:00 14/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,170,1,NA,NA,NA,NA,NA,NA,8.8,1,6.6,1,0.031,1,NA,NA,NA,NA,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,57,1,23.8,1,23.4,1,NA,NA,NA,NA
"13:55:00 24/02/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,218.6,1,NA,NA,NA,NA,NA,NA,8,1,7.2,1,0.021,1,NA,NA,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1,8,1,12.1,1,23.9,1,NA,NA,NA,NA
"14:00:00 15/07/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,116,1,NA,NA,NA,NA,NA,NA,11.2,1,7.8,1,0.005,1,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,6,1,8.5,1,9.6,1,NA,NA,NA,NA
"14:00:00 21/10/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,80.3,1,NA,NA,NA,NA,NA,NA,7.6,1,7,1,0.013,1,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,1,18,1,22,1,15.7,1,NA,NA,NA,NA
"14:00:00 24/11/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,153,1,NA,NA,NA,NA,NA,NA,7.2,1,7.3,1,0.1,1,NA,NA,NA,NA,0.86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,20,1,35.2,1,16.8,1,NA,NA,NA,NA
"14:02:00 14/11/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,135,65,NA,NA,NA,NA,NA,NA,7.8,65,6.8,65,0.01,65,NA,NA,NA,NA,0.67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,46,65,74.7,65,19.1,65,NA,NA,NA,NA
"14:05:00 03/08/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,88,1,NA,NA,NA,NA,NA,NA,9.4,1,6.4,1,0.01,1,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,1,16,1,25,1,10.2,1,NA,NA,NA,NA
"14:05:00 29/05/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,659,65,NA,NA,NA,NA,NA,NA,6.3,65,6.9,65,0.005,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,10.5,65,12.9,65,NA,NA,NA,NA
"14:10:00 09/12/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,61,65,NA,NA,NA,NA,NA,NA,10.5,65,8.2,65,0.01,65,NA,NA,NA,NA,1.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,65,26,65,20.9,65,19.6,65,NA,NA,NA,NA
"14:10:00 11/11/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,161,65,NA,NA,NA,NA,NA,NA,9.6,65,8.2,65,0.004,65,NA,NA,NA,NA,0.46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,8,65,12.5,65,23.3,65,NA,NA,NA,NA
"14:10:00 17/04/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,473,65,NA,NA,NA,NA,NA,NA,9.2,65,7,65,0.003,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,7,65,9.9,65,18.6,65,NA,NA,NA,NA
"14:15:00 29/04/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,294,65,NA,NA,NA,NA,NA,NA,8.1,65,7.8,65,0.06,65,NA,NA,NA,NA,0.64,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,9,65,24.7,65,13.4,65,NA,NA,NA,NA
"14:20:00 10/03/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,65,313,65,NA,NA,NA,NA,NA,NA,8.9,65,7.7,65,0.005,65,NA,NA,NA,NA,0.46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,12,65,13.2,65,20.8,65,NA,NA,NA,NA
"14:20:00 15/07/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,177.1,1,NA,NA,NA,NA,NA,NA,9.6,1,7.7,1,0.005,1,NA,NA,NA,NA,0.07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,10,1,14.2,1,9,1,NA,NA,NA,NA
"14:20:00 26/06/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,151,65,NA,NA,NA,NA,NA,NA,7.1,65,6.7,65,0.01,65,NA,NA,NA,NA,0.52,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,33,65,61.9,65,8.4,65,NA,NA,NA,NA
"14:20:00 26/11/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,228,65,NA,NA,NA,NA,NA,NA,7.5,65,7.3,65,0.01,65,NA,NA,NA,NA,0.68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,19,65,31.5,65,23.1,65,NA,NA,NA,NA
"14:25:00 01/05/2007",0.48,65,0.03,65,34,65,2e-04,65,5.9,65,1,65,110,65,0.002,65,35,65,579,65,NA,NA,0.001,65,NA,NA,7.8,65,6.8,65,0.008,65,2,65,0.79,65,NA,NA,0.001,65,9.8,65,0.02,65,1e-04,65,0.001,65,0.001,65,NA,NA,0.09,65,0.007,65,3.7,65,0.001,65,3.4,65,67,65,16,65,34,65,NA,NA,NA,NA,0.02,65,5,65,33.3,65,16.7,65,0.007,65,NA,NA
"14:25:00 06/04/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,151,1,NA,NA,NA,NA,NA,NA,8.6,1,6.8,1,0.009,1,NA,NA,NA,NA,0.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,8,1,12.5,1,20.5,1,NA,NA,NA,NA
"14:25:00 10/06/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,253,65,NA,NA,NA,NA,NA,NA,8.5,65,7.4,65,0.004,65,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,10,65,17.9,65,12.2,65,NA,NA,NA,NA
"14:25:00 20/05/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,333,65,NA,NA,NA,NA,NA,NA,7.5,65,7.4,65,0.01,65,NA,NA,NA,NA,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,7,65,11.8,65,12.7,65,NA,NA,NA,NA
"14:30:00 11/07/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,97,65,NA,NA,NA,NA,NA,NA,9.3,65,6.6,65,0.04,65,NA,NA,NA,NA,1.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,65,230,65,509,65,9.7,65,NA,NA,NA,NA
"14:30:00 13/04/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,320,1,NA,NA,NA,NA,NA,NA,7.5,1,6.6,1,0.013,1,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,7,1,11.2,1,17.8,1,NA,NA,NA,NA
