"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"12:55:00 14/09/2006",NA,NA,NA,NA,NA,NA,70,65,64,65,NA,NA,NA,NA,11.5,65,6.4,65,0.003,65,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,6,65,4.9,65,8.9,65,NA,NA
"12:58:00 06/12/2011",NA,NA,NA,NA,NA,NA,60,1,58,1,NA,NA,NA,NA,10.1,1,5.2,1,0.003,1,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,0.34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,8,1,5.2,1,11.6,1,NA,NA
"13:00:00 03/02/1981",NA,NA,NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,NA,9.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,15.5,65,NA,NA
"13:00:00 06/05/1985",NA,NA,NA,NA,NA,NA,NA,NA,71,65,NA,NA,NA,NA,10.6,65,5.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,12,65,NA,NA
"13:00:00 09/07/2003",0.002,65,NA,NA,NA,NA,45,65,62,65,NA,NA,NA,NA,10.9,65,7.2,65,0.004,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,NA,NA,7.1,65,NA,NA
"13:00:00 09/11/1976",NA,NA,NA,NA,NA,NA,NA,NA,63,65,NA,NA,NA,NA,10.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,11,65,NA,NA
"13:00:00 10/05/1977",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,10.5,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65,NA,NA
"13:00:00 11/08/2004",NA,NA,NA,NA,NA,NA,70,65,58,65,NA,NA,NA,NA,12,65,6.3,65,0.003,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,6.6,65,8.7,65,NA,NA
"13:00:00 16/06/2005",NA,NA,NA,NA,NA,NA,60,65,19,65,NA,NA,NA,NA,8.6,65,7.4,65,0.006,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,5.4,65,NA,NA,NA,NA
"13:00:00 19/06/1997",NA,NA,1.3,65,12,65,50,65,120,65,62,65,NA,NA,12.8,65,7.4,65,0.003,65,NA,NA,NA,NA,0.19,65,1.2,65,NA,NA,0.32,65,1.8,65,NA,NA,8.6,65,1.5,65,8,65,NA,NA,NA,NA,0.02,65,7,65,4.8,65,6.8,65,6.9,65
"13:03:00 04/04/2013",NA,NA,NA,NA,NA,NA,64,1,62,1,NA,NA,NA,NA,11.1,1,4.8,1,0.003,1,NA,NA,NA,NA,1.6,1,NA,NA,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,120,1,69.4,1,11.5,1,NA,NA
"13:04:00 09/09/1991",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,10.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,13,65,NA,NA
"13:05:00 06/10/1987",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,10.3,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,10,65,NA,NA
"13:07:00 14/07/2005",NA,NA,NA,NA,NA,NA,80,65,58,65,NA,NA,NA,NA,NA,180,7.3,65,0.003,65,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,6.9,65,NA,NA,NA,NA
"13:09:00 09/08/2005",NA,NA,NA,NA,NA,NA,110,65,59,65,NA,NA,NA,NA,10.7,65,7.2,65,0.003,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,5,65,NA,NA,NA,NA
"13:10:00 03/01/2012",NA,NA,NA,NA,NA,NA,60,1,62,1,NA,NA,NA,NA,9.2,1,5.8,1,0.003,1,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,9,1,8.5,1,16.7,1,NA,NA
"13:10:00 07/02/2013",NA,NA,NA,NA,NA,NA,60,1,61,1,NA,NA,NA,NA,10.1,1,4.5,1,0.003,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,17,1,11.3,1,14.9,1,NA,NA
"13:10:00 09/03/1979",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,10,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,13.1,65,NA,NA
"13:10:00 09/06/2004",NA,NA,NA,NA,NA,NA,50,65,59,65,NA,NA,NA,NA,10.1,65,6.6,65,0.003,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,2.6,65,9.4,65,NA,NA
"13:10:00 10/09/1985",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,10.8,65,5.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,9.5,65,NA,NA
"13:15:00 01/09/1980",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,11.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,8.5,65,NA,NA
"13:15:00 02/05/1995",NA,NA,NA,NA,NA,NA,120,65,320,65,NA,NA,NA,NA,10.4,65,5.5,65,0.003,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,13,65,2.5,65,12,65,NA,NA
"13:15:00 05/08/1980",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,10.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,7,65,NA,NA
"13:19:00 06/03/2013",NA,NA,NA,NA,NA,NA,48,1,64,1,NA,NA,NA,NA,9.9,1,4.2,1,0.003,1,NA,NA,NA,NA,2.5,1,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,250,1,85.9,1,15.1,1,NA,NA
"13:19:00 15/09/2005",NA,NA,NA,NA,NA,NA,72,65,54,65,NA,NA,NA,NA,11,65,6.8,65,0.003,65,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,6.2,65,NA,NA,NA,NA
"13:20:00 23/08/2001",NA,NA,1.3,65,10,65,100,65,59,65,56,65,NA,NA,9.1,65,7.1,65,0.003,65,NA,NA,NA,NA,0.48,65,1,65,NA,NA,0.45,65,1.7,65,NA,NA,6.9,65,2,65,6,65,NA,NA,NA,NA,0.02,65,14,65,4.3,65,8.5,65,6.4,65
"13:28:00 15/09/2004",NA,NA,NA,NA,NA,NA,80,65,54,65,NA,NA,NA,NA,11.5,65,6.7,65,0.003,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,8,65,6.2,65,8.7,65,NA,NA
"13:30:00 05/04/1978",NA,NA,NA,NA,NA,NA,NA,NA,67,65,NA,NA,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,9.8,65,NA,NA
"13:30:00 19/03/2002",NA,NA,1.2,65,11,65,50,65,52,65,62,65,NA,NA,9.7,65,6.8,65,0.003,65,NA,NA,NA,NA,0.24,65,0.9,65,NA,NA,0.25,65,2.2,65,NA,NA,7.8,65,1,65,9,65,NA,NA,NA,NA,0.02,65,4,65,3,65,15.1,65,6.6,65
"13:35:00 17/08/2006",NA,NA,NA,NA,NA,NA,55,65,61,65,NA,NA,NA,NA,10.4,65,6.3,65,0.003,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,8,65,7.2,65,8.4,65,NA,NA
"13:40:00 01/09/1981",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,11.4,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,8.5,65,NA,NA
"13:40:00 14/07/2004",NA,NA,NA,NA,NA,NA,50,65,58,65,NA,NA,NA,NA,11.4,65,6.4,65,0.003,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,3.9,65,8.1,65,NA,NA
"13:40:00 16/01/1979",NA,NA,0.9,65,11,65,60,65,55,65,NA,NA,NA,NA,9.1,65,NA,180,NA,NA,9,65,0.63,65,0.45,65,0.8,65,0.02,65,0.28,65,1.7,65,14,65,6.7,65,1,65,7,65,55,65,4,65,0.01,65,5,65,1.8,65,15.4,65,NA,NA
"13:40:00 24/08/1977",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,13.3,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,8,65,NA,NA
"13:40:00 25/07/2006",NA,NA,NA,NA,NA,NA,50,65,63,65,NA,NA,NA,NA,11.7,65,6.4,65,0.003,65,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,4,65,3.6,65,6.7,65,NA,NA
"13:45:00 06/11/1980",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,9.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,9.8,65,NA,NA
"13:45:00 07/03/2012",NA,NA,NA,NA,NA,NA,NA,180,62,1,NA,NA,NA,NA,9.4,1,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,1,13.5,1,NA,NA
"13:45:00 12/05/2004",NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,NA,NA,10.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,9.5,65,NA,NA
"13:45:00 12/10/2005",NA,NA,NA,NA,NA,NA,70,65,55,65,NA,NA,NA,NA,14,65,6.8,65,0.003,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,7,65,4.7,65,NA,NA,NA,NA
"13:45:00 14/06/2006",NA,NA,NA,NA,NA,NA,50,65,63,65,NA,NA,NA,NA,12.6,65,7,65,0.003,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,4,65,3.3,65,6.8,65,NA,NA
"13:45:00 15/03/2006",NA,NA,NA,NA,NA,NA,80,65,89,65,NA,NA,NA,NA,10.9,65,7.2,65,0.005,65,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,4,65,11,65,NA,NA,NA,NA
"13:45:00 21/01/1977",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,9.5,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,14.5,65,NA,NA
"13:45:00 24/10/2006",NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,NA,NA,11.8,65,6.7,65,0.007,65,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,4.8,65,11.6,65,NA,NA
"13:45:00 26/04/2006",NA,NA,NA,NA,NA,NA,70,65,63,65,NA,NA,NA,NA,12.7,65,6,65,0.003,65,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,3,65,2.6,65,9,65,NA,NA
"13:46:00 11/12/1995",NA,NA,NA,NA,NA,NA,50,65,160,65,NA,NA,NA,NA,10.2,65,6.8,65,0.003,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,6,65,11.5,65,NA,NA
"13:50:00 06/04/1988",NA,NA,NA,NA,NA,NA,NA,NA,67,65,NA,NA,NA,NA,9.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,13,65,NA,NA
"13:50:00 06/10/1986",NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,NA,NA,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,10,65,NA,NA
"13:50:00 28/09/1976",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,11.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,9,65,NA,NA
"13:58:00 05/07/1994",NA,NA,NA,NA,NA,NA,20,65,46,65,NA,NA,NA,NA,10.8,65,6.8,65,0.003,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,4.5,65,10,65,NA,NA
"14:00:00 19/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:00:00 26/05/1981",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,10.4,65,5.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,8.5,65,NA,NA
"14:05:00 03/04/2012",NA,NA,NA,NA,NA,NA,52,1,59,1,NA,NA,NA,NA,9.7,1,5.1,1,0.003,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,10,1,6.9,1,13.5,1,NA,NA
"14:05:00 14/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,9.2,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,14.3,65,NA,NA
"14:05:00 26/02/1979",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,10,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,15.4,65,NA,NA
"14:08:00 14/12/2006",NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,NA,NA,NA,NA,NA,NA
"14:10:00 13/10/2004",NA,NA,NA,NA,NA,NA,55,65,60,65,NA,NA,NA,NA,10.3,65,7.2,65,0.003,65,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,9,65,5.8,65,12.4,65,NA,NA
"14:10:00 15/04/2003",0.005,65,NA,NA,NA,NA,90,65,60,65,NA,NA,NA,NA,9.8,65,7.5,65,0.003,65,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,10,65,3.4,65,12.3,65,NA,NA
"14:10:00 18/05/2006",NA,NA,NA,NA,NA,NA,70,65,61,65,NA,NA,NA,NA,11.5,65,5.8,65,0.003,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,3,65,2.9,65,9.9,65,NA,NA
"14:12:00 05/12/2012",NA,NA,NA,NA,NA,NA,130,1,58,1,NA,NA,NA,NA,10.5,1,5.2,1,0.003,1,NA,NA,NA,NA,1.4,1,NA,NA,NA,NA,0.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,1,96,1,63.1,1,11.2,1,NA,NA
"14:14:00 05/09/2013",NA,NA,NA,NA,NA,NA,55,1,59,1,NA,NA,NA,NA,10.1,1,4.8,1,0.003,1,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,8,1,6.6,1,11.8,1,NA,NA
"14:15:00 20/05/1999",NA,NA,1.2,65,11,65,50,65,50,65,60,65,NA,NA,9.2,65,6.5,65,0.003,65,NA,NA,NA,NA,0.14,65,0.9,65,NA,NA,0.25,65,1.7,65,NA,NA,7.4,65,2,65,8,65,NA,NA,NA,NA,0.009,65,4,65,1.6,65,9.3,65,7,65
"14:20:00 25/01/1999",NA,NA,1.1,65,12,65,50,65,61,65,69,65,NA,NA,9.6,65,6.7,65,0.004,65,NA,NA,NA,NA,0.22,65,0.9,65,NA,NA,0.21,65,1.9,65,NA,NA,7.6,65,1,65,11,65,NA,NA,NA,NA,0.01,65,5,65,2.5,65,17.9,65,6.8,65
"14:21:00 03/05/1994",NA,NA,NA,NA,NA,NA,35,65,52,65,NA,NA,NA,NA,9.8,65,6.9,65,0.004,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,10,65,4.5,65,11,65,NA,NA
"14:25:00 10/05/1978",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,9.4,65,NA,NA
"14:25:00 13/12/1993",NA,NA,NA,NA,NA,NA,40,65,51,65,NA,NA,NA,NA,9.6,65,6.9,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,21,65,5,65,14,65,NA,NA
"14:30:00 04/07/2013",NA,NA,NA,NA,NA,NA,45,1,60,1,NA,NA,NA,NA,10.9,1,4.4,1,0.003,1,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,8,1,4.5,1,8.4,1,NA,NA
"14:30:00 05/07/2012",NA,NA,NA,NA,NA,NA,70,1,55,1,NA,NA,NA,NA,11.6,1,5.7,1,0.003,1,NA,NA,NA,NA,0.32,1,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,9,1,7.1,1,8,1,NA,NA
"14:30:00 07/02/1995",NA,NA,NA,NA,NA,NA,70,65,52,65,NA,NA,NA,NA,8.3,65,6.8,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,12,65,3.6,65,14,65,NA,NA
"14:30:00 18/03/1982",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,9.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,15,65,NA,NA
